Timestamp,Svr_detect,Svr_connect,Ss_request,Ss_Established
20210511_0500-0510,0,1,3,2
20210511_0510-0520,0,1,1,5
20210511_0520-0530,0,1,3,5
20210511_0530-0540,0,1,3,25
20210511_0540-0550,0,1,2,48
20210511_0550-0600,0,1,3,56
20210511_0600-0610,0,1,1,51
20210511_0610-0620,0,1,3,37
20210511_0620-0630,0,1,3,37
20210511_0630-0640,0,1,3,30
20210511_0640-0650,0,1,3,35
20210511_0650-0700,0,0,1,24
20210511_0700-0710,0,1,3,22
20210511_0710-0720,0,1,4,14
20210511_0720-0730,0,1,6,8
20210511_0730-0740,0,1,3,8
20210511_0740-0750,0,1,2,8
20210511_0750-0800,0,1,0,12
20210511_0800-0810,0,1,3,9
20210511_0810-0820,0,1,4,7
20210511_0820-0830,0,1,3,12
20210511_0830-0840,0,1,3,12
20210511_0840-0850,0,1,1,21
20210511_0850-0900,0,0,3,10
20210511_0900-0910,0,1,3,10
20210511_0910-0920,0,1,2,19
20210511_0920-0930,0,1,3,17
20210511_0930-0940,0,1,1,18
20210511_0940-0950,0,1,4,13
20210511_0950-1000,0,1,3,23
20210511_1000-1010,0,1,4,24
20210511_1010-1020,0,1,3,23
20210511_1020-1030,0,1,3,24
20210511_1030-1040,0,1,1,16
20210511_1040-1050,0,1,6,21
20210511_1050-1100,0,2,5,21
20210511_1100-1110,0,2,4,23
20210511_1110-1120,0,2,2,19
20210511_1120-1130,0,2,0,16
20210511_1130-1140,0,1,3,14
20210511_1140-1150,0,1,4,12
20210511_1150-1200,0,1,3,13
20210511_1200-1210,0,1,3,15
20210511_1210-1220,0,1,1,8
20210511_1220-1230,0,3,3,3
20210511_1230-1240,0,2,3,4
20210511_1240-1250,0,1,3,3
20210511_1250-1300,0,1,5,8
20210511_1300-1310,0,1,1,10
20210511_1310-1320,0,1,2,21
20210511_1320-1330,0,1,3,22
20210511_1330-1340,0,1,4,24
20210511_1340-1350,0,1,3,23
20210511_1350-1400,0,1,2,28
20210511_1400-1410,0,1,3,49
20210511_1410-1420,0,1,4,57
20210511_1420-1430,0,1,4,52
20210511_1430-1440,0,1,4,39
20210511_1440-1450,0,0,2,19
20210511_1450-1500,0,1,0,18
20210511_1500-1510,0,1,4,17
20210511_1510-1520,0,1,4,24
20210511_1520-1530,0,1,4,22
20210511_1530-1540,0,1,3,22
20210511_1540-1550,0,2,1,24
20210511_1550-1600,0,3,2,17
20210511_1600-1610,1,2,3,15
20210511_1610-1620,1,2,3,11
20210511_1620-1630,0,1,3,20
20210511_1630-1640,0,1,2,19
20210511_1640-1650,0,0,2,31
20210511_1650-1700,0,1,3,30
20210511_1700-1710,0,1,3,38
20210511_1710-1720,0,1,3,29
20210511_1720-1730,0,1,2,23
20210511_1730-1740,0,1,2,15
20210511_1740-1750,0,1,4,17
20210511_1750-1800,0,1,5,32
20210511_1800-1810,0,1,4,33
20210511_1810-1820,0,1,3,32
20210511_1820-1830,0,1,2,25
20210511_1830-1840,0,1,4,23
20210511_1840-1850,0,1,5,24
20210511_1850-1900,0,2,5,14
20210511_1900-1910,0,2,3,18
20210511_1910-1920,0,1,2,20
20210511_1920-1930,0,1,2,22
20210511_1930-1940,0,1,3,17
20210511_1940-1950,0,1,2,17
20210511_1950-2000,0,1,3,11
20210511_2000-2010,0,1,2,13
20210511_2010-2020,0,1,2,14
20210511_2020-2030,0,2,3,16
20210511_2030-2040,0,2,3,16
20210511_2040-2050,0,1,3,12
20210511_2050-2100,0,1,3,12
20210511_2100-2110,0,1,2,16
20210511_2110-2120,0,1,4,15
20210511_2120-2130,0,1,6,16
20210511_2130-2140,0,1,5,14
20210511_2140-2150,0,1,3,13
20210511_2150-2200,0,1,0,19
20210511_2200-2210,0,1,2,20
20210511_2210-2220,0,1,5,23
20210511_2220-2230,0,1,5,17
20210511_2230-2240,0,0,4,16
20210511_2240-2250,0,1,3,23
20210511_2250-2300,0,1,4,26
20210511_2300-2310,0,1,4,25
20210511_2310-2320,0,1,2,14
20210511_2320-2330,0,1,3,14
20210511_2330-2340,0,1,3,13
20210511_2340-2350,0,1,2,20
20210511_2350-0000,0,1,3,14
20210512_0000-0010,0,1,3,13
20210512_0010-0020,0,1,4,13
20210512_0020-0030,0,1,2,12
20210512_0030-0040,0,0,1,10
20210512_0040-0050,0,1,2,4
20210512_0050-0100,0,1,4,5
20210512_0100-0110,0,1,4,9
20210512_0110-0120,0,1,2,14
20210512_0120-0130,0,1,1,14
20210512_0130-0140,0,1,2,9
20210512_0140-0150,0,1,4,7
20210512_0150-0200,0,1,4,6
20210512_0200-0210,0,1,3,11
20210512_0210-0220,0,1,2,15
20210512_0220-0230,0,1,2,13
20210512_0230-0240,0,1,3,9
20210512_0240-0250,0,1,2,12
20210512_0250-0300,0,1,3,15
20210512_0300-0310,0,1,2,13
20210512_0310-0320,0,1,4,6
20210512_0320-0330,0,1,3,6
20210512_0330-0340,0,1,3,5
20210512_0340-0350,0,1,4,9
20210512_0350-0400,0,1,2,10
20210512_0400-0410,0,1,3,6
20210512_0410-0420,0,1,2,5
20210512_0420-0430,0,0,4,7
20210512_0430-0440,0,1,3,7
20210512_0440-0450,0,1,2,8
20210512_0450-0500,0,1,1,5
20210512_0500-0510,0,1,2,3
20210512_0510-0520,0,1,4,8
20210512_0520-0530,0,1,4,11
20210512_0530-0540,0,1,3,19
20210512_0540-0550,0,1,2,45
20210512_0550-0600,0,1,2,49
20210512_0600-0610,0,1,4,56
20210512_0610-0620,0,1,2,37
20210512_0620-0630,0,1,5,41
20210512_0630-0640,0,1,2,29
20210512_0640-0650,0,1,2,21
20210512_0650-0700,1,1,2,19
20210512_0700-0710,1,1,3,19
20210512_0710-0720,1,1,4,15
20210512_0720-0730,1,1,2,12
20210512_0730-0740,1,1,2,9
20210512_0740-0750,1,1,2,11
20210512_0750-0800,0,1,4,17
20210512_0800-0810,0,1,3,24
20210512_0810-0820,0,1,2,22
20210512_0820-0830,0,1,1,19
20210512_0830-0840,0,1,2,16
20210512_0840-0850,0,1,5,14
20210512_0850-0900,0,1,3,10
20210512_0900-0910,0,1,4,6
20210512_0910-0920,0,1,2,8
20210512_0920-0930,0,1,2,9
20210512_0930-0940,0,2,2,6
20210512_0940-0950,0,1,2,11
20210512_0950-1000,0,1,4,10
20210512_1000-1010,0,1,2,16
20210512_1010-1020,0,0,3,13
20210512_1020-1030,0,1,2,16
20210512_1030-1040,0,1,3,27
20210512_1040-1050,0,1,3,21
20210512_1050-1100,0,1,2,21
20210512_1100-1110,0,1,2,24
20210512_1110-1120,0,2,2,27
20210512_1120-1130,0,1,4,33
20210512_1130-1140,0,1,3,25
20210512_1140-1150,0,2,2,22
20210512_1150-1200,0,1,1,19
20210512_1200-1210,0,1,2,26
20210512_1210-1220,0,1,4,26
20210512_1220-1230,0,1,3,18
20210512_1230-1240,0,1,6,15
20210512_1240-1250,0,2,3,14
20210512_1250-1300,0,1,4,9
20210512_1300-1310,0,1,3,20
20210512_1310-1320,0,1,3,17
20210512_1320-1330,0,1,4,23
20210512_1330-1340,0,1,2,17
20210512_1340-1350,0,1,3,17
20210512_1350-1400,0,1,2,16
20210512_1400-1410,0,0,3,17
20210512_1410-1420,0,1,4,22
20210512_1420-1430,0,1,2,31
20210512_1430-1440,0,1,3,28
20210512_1440-1450,0,1,2,25
20210512_1450-1500,0,2,4,16
20210512_1500-1510,0,1,3,18
20210512_1510-1520,0,1,3,17
20210512_1520-1530,0,1,1,18
20210512_1530-1540,0,1,2,20
20210512_1540-1550,0,2,3,17
20210512_1550-1600,0,1,3,16
20210512_1600-1610,0,0,6,16
20210512_1610-1620,0,1,2,15
20210512_1620-1630,0,1,4,20
20210512_1630-1640,0,1,2,15
20210512_1640-1650,0,1,2,19
20210512_1650-1700,0,2,3,22
20210512_1700-1710,0,2,2,34
20210512_1710-1720,0,1,3,40
20210512_1720-1730,0,1,2,33
20210512_1730-1740,0,1,3,26
20210512_1740-1750,0,1,3,21
20210512_1750-1800,0,2,3,23
20210512_1800-1810,0,1,2,28
20210512_1810-1820,0,1,3,24
20210512_1820-1830,0,1,4,22
20210512_1830-1840,0,1,4,18
20210512_1840-1850,1,1,4,18
20210512_1850-1900,1,1,2,20
20210512_1900-1910,1,1,4,19
20210512_1910-1920,1,1,3,17
20210512_1920-1930,1,1,3,20
20210512_1930-1940,1,1,3,15
20210512_1940-1950,0,1,2,19
20210512_1950-2000,0,0,3,16
20210512_2000-2010,0,1,2,22
20210512_2010-2020,0,1,2,18
20210512_2020-2030,0,1,3,17
20210512_2030-2040,0,1,2,14
20210512_2040-2050,0,1,3,17
20210512_2050-2100,0,1,2,13
20210512_2100-2110,0,1,3,11
20210512_2110-2120,0,1,3,11
20210512_2120-2130,0,1,3,12
20210512_2130-2140,0,1,2,10
20210512_2140-2150,0,1,3,9
20210512_2150-2200,0,1,3,11
20210512_2200-2210,0,1,3,17
20210512_2210-2220,0,1,2,16
20210512_2220-2230,0,1,1,13
20210512_2230-2240,0,1,3,14
20210512_2240-2250,0,1,3,18
20210512_2250-2300,0,1,4,13
20210512_2300-2310,0,1,3,14
20210512_2310-2320,0,1,2,11
20210512_2320-2330,0,1,3,13
20210512_2330-2340,0,1,2,15
20210512_2340-2350,0,1,3,19
20210512_2350-0000,0,1,3,24
20210513_0000-0010,0,1,3,16
20210513_0010-0020,0,1,3,10
20210513_0020-0030,0,1,2,11
20210513_0030-0040,0,1,2,12
20210513_0040-0050,0,1,3,17
20210513_0050-0100,0,1,3,12
20210513_0100-0110,0,1,2,10
20210513_0110-0120,0,2,3,9
20210513_0120-0130,0,1,3,14
20210513_0130-0140,0,1,3,16
20210513_0140-0150,0,0,2,13
20210513_0150-0200,0,1,1,7
20210513_0200-0210,0,1,3,10
20210513_0210-0220,0,1,3,10
20210513_0220-0230,0,1,3,12
20210513_0230-0240,0,1,3,6
20210513_0240-0250,0,1,3,5
20210513_0250-0300,0,1,3,3
20210513_0300-0310,0,1,2,2
20210513_0310-0320,0,1,1,3
20210513_0320-0330,0,1,3,4
20210513_0330-0340,0,1,3,8
20210513_0340-0350,0,0,3,10
20210513_0350-0400,0,1,3,11
20210513_0400-0410,0,1,2,13
20210513_0410-0420,0,1,3,7
20210513_0420-0430,0,1,2,4
20210513_0430-0440,0,1,2,2
20210513_0440-0450,0,1,4,11
20210513_0450-0500,0,1,3,11
20210513_0500-0510,0,1,4,8
20210513_0510-0520,0,1,3,9
20210513_0520-0530,0,1,1,15
20210513_0530-0540,0,1,3,49
20210513_0540-0550,0,1,3,51
20210513_0550-0600,0,1,3,54
20210513_0600-0610,0,1,3,41
20210513_0610-0620,0,1,3,34
20210513_0620-0630,0,1,3,31
20210513_0630-0640,0,1,3,22
20210513_0640-0650,0,1,1,25
20210513_0650-0700,0,1,3,22
20210513_0700-0710,1,1,2,17
20210513_0710-0720,1,1,3,11
20210513_0720-0730,1,1,3,12
20210513_0730-0740,0,1,2,6
20210513_0740-0750,0,1,3,9
20210513_0750-0800,0,2,2,14
20210513_0800-0810,0,1,2,17
20210513_0810-0820,0,1,3,18
20210513_0820-0830,0,2,3,17
20210513_0830-0840,0,1,4,17
20210513_0840-0850,0,1,2,18
20210513_0850-0900,0,1,2,23
20210513_0900-0910,0,1,3,20
20210513_0910-0920,0,1,4,12
20210513_0920-0930,0,1,2,5
20210513_0930-0940,0,0,3,5
20210513_0940-0950,0,1,2,11
20210513_0950-1000,0,1,3,17
20210513_1000-1010,0,1,3,14
20210513_1010-1020,0,1,1,18
20210513_1020-1030,0,1,5,29
20210513_1030-1040,0,1,2,32
20210513_1040-1050,0,2,3,29
20210513_1050-1100,0,1,3,18
20210513_1100-1110,0,1,2,19
20210513_1110-1120,0,1,4,21
20210513_1120-1130,0,1,2,20
20210513_1130-1140,0,0,4,17
20210513_1140-1150,0,3,3,21
20210513_1150-1200,0,1,3,23
20210513_1200-1210,0,1,2,25
20210513_1210-1220,0,3,2,14
20210513_1220-1230,0,2,2,15
20210513_1230-1240,0,2,4,14
20210513_1240-1250,0,3,4,16
20210513_1250-1300,0,2,3,18
20210513_1300-1310,0,2,3,20
20210513_1310-1320,0,1,2,26
20210513_1320-1330,0,1,3,23
20210513_1330-1340,0,1,4,20
20210513_1340-1350,0,1,3,19
20210513_1350-1400,0,2,3,21
20210513_1400-1410,0,1,2,28
20210513_1410-1420,0,1,4,18
20210513_1420-1430,0,1,3,20
20210513_1430-1440,0,1,2,15
20210513_1440-1450,0,1,3,16
20210513_1450-1500,0,2,2,25
20210513_1500-1510,0,2,3,22
20210513_1510-1520,0,1,3,20
20210513_1520-1530,0,1,4,19
20210513_1530-1540,0,1,2,20
20210513_1540-1550,0,1,2,16
20210513_1550-1600,0,1,1,25
20210513_1600-1610,0,2,4,25
20210513_1610-1620,0,2,4,28
20210513_1620-1630,0,1,2,19
20210513_1630-1640,0,2,4,18
20210513_1640-1650,0,2,2,17
20210513_1650-1700,0,1,3,12
20210513_1700-1710,0,1,3,15
20210513_1710-1720,0,1,1,24
20210513_1720-1730,0,0,3,33
20210513_1730-1740,0,1,2,37
20210513_1740-1750,0,2,4,40
20210513_1750-1800,0,1,3,37
20210513_1800-1810,0,1,3,34
20210513_1810-1820,0,1,2,24
20210513_1820-1830,0,2,2,27
20210513_1830-1840,0,1,2,38
20210513_1840-1850,0,1,3,42
20210513_1850-1900,0,1,4,37
20210513_1900-1910,0,1,2,26
20210513_1910-1920,0,1,2,24
20210513_1920-1930,0,0,1,21
20210513_1930-1940,0,1,3,18
20210513_1940-1950,0,1,5,16
20210513_1950-2000,0,1,3,13
20210513_2000-2010,0,1,4,15
20210513_2010-2020,0,1,3,14
20210513_2020-2030,0,1,5,20
20210513_2030-2040,0,1,4,21
20210513_2040-2050,0,1,1,22
20210513_2050-2100,0,1,3,15
20210513_2100-2110,0,1,2,20
20210513_2110-2120,0,1,4,25
20210513_2120-2130,0,1,3,28
20210513_2130-2140,0,1,4,35
20210513_2140-2150,0,1,4,32
20210513_2150-2200,0,1,4,38
20210513_2200-2210,0,1,4,23
20210513_2210-2220,0,1,5,24
20210513_2220-2230,0,1,6,20
20210513_2230-2240,0,1,4,15
20210513_2240-2250,0,1,3,20
20210513_2250-2300,0,1,1,24
20210513_2300-2310,0,1,4,26
20210513_2310-2320,0,1,4,20
20210513_2320-2330,0,1,2,13
20210513_2330-2340,0,1,2,12
20210513_2340-2350,0,1,2,17
20210513_2350-0000,0,1,4,20
20210514_0000-0010,0,1,3,20
20210514_0010-0020,0,1,2,20
20210514_0020-0030,0,1,3,24
20210514_0030-0040,0,1,2,19
20210514_0040-0050,0,1,3,18
20210514_0050-0100,0,1,4,9
20210514_0100-0110,0,1,4,11
20210514_0110-0120,0,0,5,7
20210514_0120-0130,0,1,3,12
20210514_0130-0140,0,1,3,9
20210514_0140-0150,0,1,4,11
20210514_0150-0200,0,1,4,9
20210514_0200-0210,0,1,2,11
20210514_0210-0220,0,1,2,12
20210514_0220-0230,0,1,2,8
20210514_0230-0240,0,1,4,7
20210514_0240-0250,0,1,4,6
20210514_0250-0300,0,1,3,7
20210514_0300-0310,0,1,2,10
20210514_0310-0320,0,0,2,6
20210514_0320-0330,0,1,3,5
20210514_0330-0340,0,1,3,3
20210514_0340-0350,0,1,2,6
20210514_0350-0400,0,1,2,4
20210514_0400-0410,0,1,2,5
20210514_0410-0420,0,1,3,5
20210514_0420-0430,0,1,3,3
20210514_0430-0440,0,1,3,4
20210514_0440-0450,0,1,2,9
20210514_0450-0500,0,1,2,14
20210514_0500-0510,0,1,3,11
20210514_0510-0520,0,0,4,11
20210514_0520-0530,0,1,4,17
20210514_0530-0540,0,1,2,19
20210514_0540-0550,0,1,1,15
20210514_0550-0600,0,1,1,31
20210514_0600-0610,0,1,4,43
20210514_0610-0620,0,1,4,62
20210514_0620-0630,0,1,4,52
20210514_0630-0640,0,1,2,40
20210514_0640-0650,0,1,3,28
20210514_0650-0700,1,1,3,22
20210514_0700-0710,0,1,3,18
20210514_0710-0720,0,0,2,17
20210514_0720-0730,0,1,2,15
20210514_0730-0740,0,1,2,19
20210514_0740-0750,0,1,3,19
20210514_0750-0800,0,1,6,29
20210514_0800-0810,0,1,4,43
20210514_0810-0820,0,1,2,33
20210514_0820-0830,0,1,1,32
20210514_0830-0840,0,1,3,20
20210514_0840-0850,0,1,4,28
20210514_0850-0900,0,1,4,31
20210514_0900-0910,0,1,3,48
20210514_0910-0920,0,0,1,47
20210514_0920-0930,0,1,1,39
20210514_0930-0940,0,1,4,21
20210514_0940-0950,0,2,4,16
20210514_0950-1000,0,2,4,17
20210514_1000-1010,0,2,2,19
20210514_1010-1020,0,1,2,19
20210514_1020-1030,0,1,4,22
20210514_1030-1040,0,1,3,22
20210514_1040-1050,0,1,2,23
20210514_1050-1100,0,1,3,20
20210514_1100-1110,0,1,3,17
20210514_1110-1120,0,1,3,28
20210514_1120-1130,0,2,4,37
20210514_1130-1140,0,1,3,37
20210514_1140-1150,0,1,3,31
20210514_1150-1200,0,1,1,24
20210514_1200-1210,0,1,2,16
20210514_1210-1220,0,1,3,11
20210514_1220-1230,0,1,6,12
20210514_1230-1240,0,1,5,17
20210514_1240-1250,0,1,2,21
20210514_1250-1300,0,1,1,22
20210514_1300-1310,0,1,3,25
20210514_1310-1320,0,1,4,29
20210514_1320-1330,0,1,3,27
20210514_1330-1340,0,1,3,30
20210514_1340-1350,0,2,2,24
20210514_1350-1400,0,1,4,19
20210514_1400-1410,0,2,4,15
20210514_1410-1420,0,1,2,22
20210514_1420-1430,0,2,2,33
20210514_1430-1440,0,1,1,24
20210514_1440-1450,0,1,3,22
20210514_1450-1500,0,1,4,18
20210514_1500-1510,0,2,3,25
20210514_1510-1520,0,1,3,23
20210514_1520-1530,0,1,1,26
20210514_1530-1540,0,1,2,24
20210514_1540-1550,0,1,3,25
20210514_1550-1600,0,1,4,20
20210514_1600-1610,0,1,4,21
20210514_1610-1620,0,1,1,20
20210514_1620-1630,0,1,1,22
20210514_1630-1640,0,1,4,16
20210514_1640-1650,0,1,5,10
20210514_1650-1700,0,1,4,10
20210514_1700-1710,0,1,2,11
20210514_1710-1720,0,1,1,13
20210514_1720-1730,1,1,3,23
20210514_1730-1740,1,1,4,26
20210514_1740-1750,1,1,2,24
20210514_1750-1800,1,1,3,19
20210514_1800-1810,1,1,1,22
20210514_1810-1820,1,1,3,23
20210514_1820-1830,0,1,3,28
20210514_1830-1840,0,1,3,23
20210514_1840-1850,0,1,3,26
20210514_1850-1900,0,1,1,15
20210514_1900-1910,0,2,2,19
20210514_1910-1920,0,1,3,16
20210514_1920-1930,0,1,4,16
20210514_1930-1940,0,1,3,8
20210514_1940-1950,0,1,1,11
20210514_1950-2000,0,1,1,14
20210514_2000-2010,0,1,3,17
20210514_2010-2020,0,1,5,15
20210514_2020-2030,0,1,3,9
20210514_2030-2040,0,1,3,5
20210514_2040-2050,0,1,1,5
20210514_2050-2100,0,1,4,8
20210514_2100-2110,0,0,3,11
20210514_2110-2120,0,1,2,10
20210514_2120-2130,0,1,3,11
20210514_2130-2140,0,1,1,6
20210514_2140-2150,0,1,3,12
20210514_2150-2200,0,1,3,13
20210514_2200-2210,0,1,3,19
20210514_2210-2220,0,1,3,13
20210514_2220-2230,0,1,1,14
20210514_2230-2240,0,1,2,14
20210514_2240-2250,0,1,3,17
20210514_2250-2300,0,1,5,13
20210514_2300-2310,0,0,3,17
20210514_2310-2320,0,1,1,11
20210514_2320-2330,0,1,0,14
20210514_2330-2340,0,1,3,7
20210514_2340-2350,0,1,5,14
20210514_2350-0000,0,1,3,16
20210515_0000-0010,0,1,3,21
20210515_0010-0020,0,1,2,15
20210515_0020-0030,0,1,3,16
20210515_0030-0040,0,1,3,12
20210515_0040-0050,0,1,2,15
20210515_0050-0100,0,1,3,16
20210515_0100-0110,0,1,1,15
20210515_0110-0120,0,1,3,13
20210515_0120-0130,0,1,3,13
20210515_0130-0140,0,1,4,14
20210515_0140-0150,0,1,3,13
20210515_0150-0200,0,1,1,12
20210515_0200-0210,0,1,1,9
20210515_0210-0220,0,1,3,8
20210515_0220-0230,0,1,5,6
20210515_0230-0240,0,1,4,5
20210515_0240-0250,0,1,2,7
20210515_0250-0300,0,1,1,7
20210515_0300-0310,0,1,3,9
20210515_0310-0320,0,1,4,7
20210515_0320-0330,0,1,3,6
20210515_0330-0340,0,1,3,3
20210515_0340-0350,0,1,2,6
20210515_0350-0400,0,1,3,5
20210515_0400-0410,0,1,3,6
20210515_0410-0420,0,1,2,4
20210515_0420-0430,0,1,3,5
20210515_0430-0440,0,1,1,8
20210515_0440-0450,0,1,3,12
20210515_0450-0500,0,0,3,8
20210515_0500-0510,0,1,4,9
20210515_0510-0520,0,1,3,11
20210515_0520-0530,0,1,2,14
20210515_0530-0540,0,1,1,18
20210515_0540-0550,0,1,3,16
20210515_0550-0600,0,1,5,14
20210515_0600-0610,0,1,4,5
20210515_0610-0620,0,1,3,9
20210515_0620-0630,0,1,1,15
20210515_0630-0640,0,1,4,10
20210515_0640-0650,0,1,5,4
20210515_0650-0700,1,1,3,7
20210515_0700-0710,1,1,3,11
20210515_0710-0720,0,1,1,15
20210515_0720-0730,0,1,3,18
20210515_0730-0740,0,1,3,14
20210515_0740-0750,0,1,4,15
20210515_0750-0800,0,1,3,9
20210515_0800-0810,0,1,3,8
20210515_0810-0820,0,2,2,4
20210515_0820-0830,0,1,3,7
20210515_0830-0840,0,1,3,10
20210515_0840-0850,0,0,3,17
20210515_0850-0900,0,1,2,18
20210515_0900-0910,0,2,1,17
20210515_0910-0920,0,2,3,9
20210515_0920-0930,0,2,4,7
20210515_0930-0940,0,1,3,10
20210515_0940-0950,0,1,2,22
20210515_0950-1000,0,1,0,25
20210515_1000-1010,0,1,4,22
20210515_1010-1020,0,1,4,19
20210515_1020-1030,0,1,4,32
20210515_1030-1040,0,3,4,29
20210515_1040-1050,0,2,1,36
20210515_1050-1100,0,3,2,32
20210515_1100-1110,0,1,3,33
20210515_1110-1120,0,1,3,31
20210515_1120-1130,0,1,3,32
20210515_1130-1140,0,1,2,29
20210515_1140-1150,0,1,2,23
20210515_1150-1200,0,1,3,18
20210515_1200-1210,0,1,3,15
20210515_1210-1220,0,1,3,14
20210515_1220-1230,0,1,3,15
20210515_1230-1240,0,1,2,12
20210515_1240-1250,0,1,4,18
20210515_1250-1300,0,2,4,18
20210515_1300-1310,0,1,4,26
20210515_1310-1320,0,1,3,31
20210515_1320-1330,0,1,0,36
20210515_1330-1340,0,1,2,34
20210515_1340-1350,0,1,4,31
20210515_1350-1400,0,1,4,22
20210515_1400-1410,0,1,3,24
20210515_1410-1420,0,2,3,25
20210515_1420-1430,0,1,2,24
20210515_1430-1440,0,0,3,20
20210515_1440-1450,0,1,2,23
20210515_1450-1500,0,1,3,20
20210515_1500-1510,0,1,3,24
20210515_1510-1520,0,1,2,31
20210515_1520-1530,0,1,3,35
20210515_1530-1540,0,1,3,21
20210515_1540-1550,0,1,3,14
20210515_1550-1600,0,1,2,22
20210515_1600-1610,0,1,1,23
20210515_1610-1620,0,2,4,19
20210515_1620-1630,0,1,4,16
20210515_1630-1640,0,1,4,20
20210515_1640-1650,0,1,2,19
20210515_1650-1700,0,1,1,21
20210515_1700-1710,0,1,2,24
20210515_1710-1720,0,2,4,25
20210515_1720-1730,0,1,3,22
20210515_1730-1740,0,2,3,22
20210515_1740-1750,0,2,2,22
20210515_1750-1800,0,2,2,21
20210515_1800-1810,0,1,5,24
20210515_1810-1820,0,1,3,16
20210515_1820-1830,0,0,4,23
20210515_1830-1840,0,1,3,31
20210515_1840-1850,0,1,3,33
20210515_1850-1900,0,1,5,23
20210515_1900-1910,0,1,3,16
20210515_1910-1920,0,1,4,19
20210515_1920-1930,0,1,2,24
20210515_1930-1940,0,1,1,18
20210515_1940-1950,0,1,2,22
20210515_1950-2000,0,1,5,13
20210515_2000-2010,0,1,4,21
20210515_2010-2020,0,1,3,18
20210515_2020-2030,0,1,1,23
20210515_2030-2040,0,1,2,11
20210515_2040-2050,0,1,4,14
20210515_2050-2100,0,1,4,15
20210515_2100-2110,0,1,4,20
20210515_2110-2120,0,1,3,18
20210515_2120-2130,0,1,4,15
20210515_2130-2140,0,1,4,23
20210515_2140-2150,0,1,3,23
20210515_2150-2200,0,1,4,27
20210515_2200-2210,0,1,3,20
20210515_2210-2220,0,1,2,19
20210515_2220-2230,0,1,2,22
20210515_2230-2240,0,1,3,18
20210515_2240-2250,0,1,4,18
20210515_2250-2300,0,1,2,14
20210515_2300-2310,0,1,2,22
20210515_2310-2320,0,1,3,14
20210515_2320-2330,0,1,4,10
20210515_2330-2340,0,2,3,6
20210515_2340-2350,1,1,2,11
20210515_2350-0000,0,1,1,16
20210516_0000-0010,0,1,2,22
20210516_0010-0020,0,0,4,41
20210516_0020-0030,0,1,3,46
20210516_0030-0040,0,1,3,47
20210516_0040-0050,0,1,2,23
20210516_0050-0100,0,1,2,15
20210516_0100-0110,0,1,3,10
20210516_0110-0120,0,1,2,12
20210516_0120-0130,0,1,5,7
20210516_0130-0140,0,1,2,10
20210516_0140-0150,0,1,3,15
20210516_0150-0200,0,1,2,18
20210516_0200-0210,0,1,3,13
20210516_0210-0220,0,0,3,5
20210516_0220-0230,0,1,2,9
20210516_0230-0240,0,1,2,9
20210516_0240-0250,0,1,2,10
20210516_0250-0300,0,1,4,5
20210516_0300-0310,0,1,3,6
20210516_0310-0320,0,1,2,6
20210516_0320-0330,0,1,1,3
20210516_0330-0340,0,1,3,10
20210516_0340-0350,0,1,4,8
20210516_0350-0400,0,1,3,11
20210516_0400-0410,0,1,4,4
20210516_0410-0420,0,1,2,2
20210516_0420-0430,0,1,2,2
20210516_0430-0440,0,1,2,7
20210516_0440-0450,0,1,2,6
20210516_0450-0500,0,1,4,7
20210516_0500-0510,0,1,2,6
20210516_0510-0520,0,1,3,13
20210516_0520-0530,0,1,2,8
20210516_0530-0540,0,1,3,8
20210516_0540-0550,0,1,4,11
20210516_0550-0600,0,1,2,21
20210516_0600-0610,0,1,2,23
20210516_0610-0620,0,1,3,19
20210516_0620-0630,0,1,5,22
20210516_0630-0640,0,1,3,22
20210516_0640-0650,0,1,3,21
20210516_0650-0700,1,1,1,10
20210516_0700-0710,1,1,2,13
20210516_0710-0720,1,1,4,10
20210516_0720-0730,1,1,5,17
20210516_0730-0740,1,2,4,10
20210516_0740-0750,1,1,2,18
20210516_0750-0800,0,2,4,16
20210516_0800-0810,0,1,4,18
20210516_0810-0820,0,1,3,14
20210516_0820-0830,0,1,3,13
20210516_0830-0840,0,1,3,13
20210516_0840-0850,0,2,3,14
20210516_0850-0900,0,1,2,21
20210516_0900-0910,0,1,3,21
20210516_0910-0920,0,2,3,20
20210516_0920-0930,0,1,3,16
20210516_0930-0940,0,1,2,19
20210516_0940-0950,0,1,3,23
20210516_0950-1000,0,1,4,23
20210516_1000-1010,0,1,3,21
20210516_1010-1020,0,1,3,37
20210516_1020-1030,0,2,1,45
20210516_1030-1040,0,2,3,49
20210516_1040-1050,0,1,3,40
20210516_1050-1100,0,1,3,37
20210516_1100-1110,0,1,3,45
20210516_1110-1120,0,1,2,53
20210516_1120-1130,0,2,3,51
20210516_1130-1140,0,1,2,46
20210516_1140-1150,0,2,3,29
20210516_1150-1200,0,1,3,27
20210516_1200-1210,0,1,2,25
20210516_1210-1220,0,2,3,24
20210516_1220-1230,0,2,3,22
20210516_1230-1240,0,1,4,18
20210516_1240-1250,0,1,4,16
20210516_1250-1300,0,1,3,19
20210516_1300-1310,0,2,3,18
20210516_1310-1320,0,2,2,29
20210516_1320-1330,0,1,4,25
20210516_1330-1340,0,1,4,25
20210516_1340-1350,0,1,3,18
20210516_1350-1400,0,1,1,23
20210516_1400-1410,0,0,3,20
